Main.Row	Main.Col	Sub.Row	Sub.Col	SubgridAlias	SpotType	Dilution	GridAlias	Main.Row.Real	Main.Col.Real	Sub.Row.Real	Sub.Col.Real
1	1	1	1	Sample-1-1-1	Sample	100	Sample-1	1	1	1	1
1	1	1	2	Sample-1-1-2	Sample	50	Sample-1	1	1	1	2
1	1	1	3	Sample-1-1-3	Sample	25	Sample-1	1	1	1	3
1	1	1	4	Sample-1-1-4	Sample	12.5	Sample-1	1	1	1	4
1	1	1	5	Sample-1-1-5	Sample	6.25	Sample-1	1	1	1	5
1	1	1	6	Sample-1-2-1	Sample	100	Sample-2	1	1	1	6
1	1	1	7	Sample-1-2-2	Sample	50	Sample-2	1	1	1	7
1	1	1	8	Sample-1-2-3	Sample	25	Sample-2	1	1	1	8
1	1	1	9	Sample-1-2-4	Sample	12.5	Sample-2	1	1	1	9
1	1	1	10	Sample-1-2-5	Sample	6.25	Sample-2	1	1	1	10
1	1	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-1	1	1	1	11
1	1	1	12	Sample-1-1-1	Sample	100	Sample-23	1	2	1	1
1	1	1	13	Sample-1-1-2	Sample	50	Sample-23	1	2	1	2
1	1	1	14	Sample-1-1-3	Sample	25	Sample-23	1	2	1	3
1	1	1	15	Sample-1-1-4	Sample	12.5	Sample-23	1	2	1	4
1	1	1	16	Sample-1-1-5	Sample	6.25	Sample-23	1	2	1	5
1	1	1	17	Sample-1-2-1	Sample	100	Sample-24	1	2	1	6
1	1	1	18	Sample-1-2-2	Sample	50	Sample-24	1	2	1	7
1	1	1	19	Sample-1-2-3	Sample	25	Sample-24	1	2	1	8
1	1	1	20	Sample-1-2-4	Sample	12.5	Sample-24	1	2	1	9
1	1	1	21	Sample-1-2-5	Sample	6.25	Sample-24	1	2	1	10
1	1	1	22	PosCtrl-1-1	PosCtrl	100	PosCtrl-3	1	2	1	11
1	1	1	23	Sample-1-1-1	Sample	100	Sample-45	1	3	1	1
1	1	1	24	Sample-1-1-2	Sample	50	Sample-45	1	3	1	2
1	1	1	25	Sample-1-1-3	Sample	25	Sample-45	1	3	1	3
1	1	1	26	Sample-1-1-4	Sample	12.5	Sample-45	1	3	1	4
1	1	1	27	Sample-1-1-5	Sample	6.25	Sample-45	1	3	1	5
1	1	1	28	Sample-1-2-1	Sample	100	Sample-46	1	3	1	6
1	1	1	29	Sample-1-2-2	Sample	50	Sample-46	1	3	1	7
1	1	1	30	Sample-1-2-3	Sample	25	Sample-46	1	3	1	8
1	1	1	31	Sample-1-2-4	Sample	12.5	Sample-46	1	3	1	9
1	1	1	32	Sample-1-2-5	Sample	6.25	Sample-46	1	3	1	10
1	1	1	33	PosCtrl-1-1	PosCtrl	100	PosCtrl-5	1	3	1	11
1	1	1	34	Sample-1-1-1	Sample	100	Sample-67	1	4	1	1
1	1	1	35	Sample-1-1-2	Sample	50	Sample-67	1	4	1	2
1	1	1	36	Sample-1-1-3	Sample	25	Sample-67	1	4	1	3
1	1	1	37	Sample-1-1-4	Sample	12.5	Sample-67	1	4	1	4
1	1	1	38	Sample-1-1-5	Sample	6.25	Sample-67	1	4	1	5
1	1	1	39	Sample-1-2-1	Sample	100	Sample-68	1	4	1	6
1	1	1	40	Sample-1-2-2	Sample	50	Sample-68	1	4	1	7
1	1	1	41	Sample-1-2-3	Sample	25	Sample-68	1	4	1	8
1	1	1	42	Sample-1-2-4	Sample	12.5	Sample-68	1	4	1	9
1	1	1	43	Sample-1-2-5	Sample	6.25	Sample-68	1	4	1	10
1	1	1	44	PosCtrl-1-1	PosCtrl	100	PosCtrl-7	1	4	1	11
1	1	1	45	Sample-1-1-1	Sample	100	Sample-89	1	5	1	1
1	1	1	46	Sample-1-1-2	Sample	50	Sample-89	1	5	1	2
1	1	1	47	Sample-1-1-3	Sample	25	Sample-89	1	5	1	3
1	1	1	48	Sample-1-1-4	Sample	12.5	Sample-89	1	5	1	4
1	1	1	49	Sample-1-1-5	Sample	6.25	Sample-89	1	5	1	5
1	1	1	50	Sample-1-2-1	Sample	100	Sample-90	1	5	1	6
1	1	1	51	Sample-1-2-2	Sample	50	Sample-90	1	5	1	7
1	1	1	52	Sample-1-2-3	Sample	25	Sample-90	1	5	1	8
1	1	1	53	Sample-1-2-4	Sample	12.5	Sample-90	1	5	1	9
1	1	1	54	Sample-1-2-5	Sample	6.25	Sample-90	1	5	1	10
1	1	1	55	PosCtrl-1-1	PosCtrl	100	PosCtrl-9	1	5	1	11
1	1	1	56	Sample-1-1-1	Sample	100	Sample-111	1	6	1	1
1	1	1	57	Sample-1-1-2	Sample	50	Sample-111	1	6	1	2
1	1	1	58	Sample-1-1-3	Sample	25	Sample-111	1	6	1	3
1	1	1	59	Sample-1-1-4	Sample	12.5	Sample-111	1	6	1	4
1	1	1	60	Sample-1-1-5	Sample	6.25	Sample-111	1	6	1	5
1	1	1	61	Sample-1-2-1	Sample	100	Sample-112	1	6	1	6
1	1	1	62	Sample-1-2-2	Sample	50	Sample-112	1	6	1	7
1	1	1	63	Sample-1-2-3	Sample	25	Sample-112	1	6	1	8
1	1	1	64	Sample-1-2-4	Sample	12.5	Sample-112	1	6	1	9
1	1	1	65	Sample-1-2-5	Sample	6.25	Sample-112	1	6	1	10
1	1	1	66	PosCtrl-1-1	PosCtrl	100	PosCtrl-11	1	6	1	11
1	1	1	67	Sample-1-1-1	Sample	100	Sample-133	1	7	1	1
1	1	1	68	Sample-1-1-2	Sample	50	Sample-133	1	7	1	2
1	1	1	69	Sample-1-1-3	Sample	25	Sample-133	1	7	1	3
1	1	1	70	Sample-1-1-4	Sample	12.5	Sample-133	1	7	1	4
1	1	1	71	Sample-1-1-5	Sample	6.25	Sample-133	1	7	1	5
1	1	1	72	Sample-1-2-1	Sample	100	Sample-134	1	7	1	6
1	1	1	73	Sample-1-2-2	Sample	50	Sample-134	1	7	1	7
1	1	1	74	Sample-1-2-3	Sample	25	Sample-134	1	7	1	8
1	1	1	75	Sample-1-2-4	Sample	12.5	Sample-134	1	7	1	9
1	1	1	76	Sample-1-2-5	Sample	6.25	Sample-134	1	7	1	10
1	1	1	77	PosCtrl-1-1	PosCtrl	100	PosCtrl-13	1	7	1	11
1	1	1	78	Sample-1-1-1	Sample	100	Sample-155	1	8	1	1
1	1	1	79	Sample-1-1-2	Sample	50	Sample-155	1	8	1	2
1	1	1	80	Sample-1-1-3	Sample	25	Sample-155	1	8	1	3
1	1	1	81	Sample-1-1-4	Sample	12.5	Sample-155	1	8	1	4
1	1	1	82	Sample-1-1-5	Sample	6.25	Sample-155	1	8	1	5
1	1	1	83	Sample-1-2-1	Sample	100	Sample-156	1	8	1	6
1	1	1	84	Sample-1-2-2	Sample	50	Sample-156	1	8	1	7
1	1	1	85	Sample-1-2-3	Sample	25	Sample-156	1	8	1	8
1	1	1	86	Sample-1-2-4	Sample	12.5	Sample-156	1	8	1	9
1	1	1	87	Sample-1-2-5	Sample	6.25	Sample-156	1	8	1	10
1	1	1	88	PosCtrl-1-1	PosCtrl	100	PosCtrl-15	1	8	1	11
1	1	1	89	Sample-1-1-1	Sample	100	Sample-177	1	9	1	1
1	1	1	90	Sample-1-1-2	Sample	50	Sample-177	1	9	1	2
1	1	1	91	Sample-1-1-3	Sample	25	Sample-177	1	9	1	3
1	1	1	92	Sample-1-1-4	Sample	12.5	Sample-177	1	9	1	4
1	1	1	93	Sample-1-1-5	Sample	6.25	Sample-177	1	9	1	5
1	1	1	94	Sample-1-2-1	Sample	100	Sample-178	1	9	1	6
1	1	1	95	Sample-1-2-2	Sample	50	Sample-178	1	9	1	7
1	1	1	96	Sample-1-2-3	Sample	25	Sample-178	1	9	1	8
1	1	1	97	Sample-1-2-4	Sample	12.5	Sample-178	1	9	1	9
1	1	1	98	Sample-1-2-5	Sample	6.25	Sample-178	1	9	1	10
1	1	1	99	PosCtrl-1-1	PosCtrl	100	PosCtrl-17	1	9	1	11
1	1	1	100	Sample-1-1-1	Sample	100	Sample-199	1	10	1	1
1	1	1	101	Sample-1-1-2	Sample	50	Sample-199	1	10	1	2
1	1	1	102	Sample-1-1-3	Sample	25	Sample-199	1	10	1	3
1	1	1	103	Sample-1-1-4	Sample	12.5	Sample-199	1	10	1	4
1	1	1	104	Sample-1-1-5	Sample	6.25	Sample-199	1	10	1	5
1	1	1	105	Sample-1-2-1	Sample	100	Sample-200	1	10	1	6
1	1	1	106	Sample-1-2-2	Sample	50	Sample-200	1	10	1	7
1	1	1	107	Sample-1-2-3	Sample	25	Sample-200	1	10	1	8
1	1	1	108	Sample-1-2-4	Sample	12.5	Sample-200	1	10	1	9
1	1	1	109	Sample-1-2-5	Sample	6.25	Sample-200	1	10	1	10
1	1	1	110	PosCtrl-1-1	PosCtrl	100	PosCtrl-19	1	10	1	11
1	1	1	111	Sample-1-1-1	Sample	100	Sample-221	1	11	1	1
1	1	1	112	Sample-1-1-2	Sample	50	Sample-221	1	11	1	2
1	1	1	113	Sample-1-1-3	Sample	25	Sample-221	1	11	1	3
1	1	1	114	Sample-1-1-4	Sample	12.5	Sample-221	1	11	1	4
1	1	1	115	Sample-1-1-5	Sample	6.25	Sample-221	1	11	1	5
1	1	1	116	Sample-1-2-1	Sample	100	Sample-222	1	11	1	6
1	1	1	117	Sample-1-2-2	Sample	50	Sample-222	1	11	1	7
1	1	1	118	Sample-1-2-3	Sample	25	Sample-222	1	11	1	8
1	1	1	119	Sample-1-2-4	Sample	12.5	Sample-222	1	11	1	9
1	1	1	120	Sample-1-2-5	Sample	6.25	Sample-222	1	11	1	10
1	1	1	121	PosCtrl-1-1	PosCtrl	100	PosCtrl-21	1	11	1	11
1	1	1	122	Sample-1-1-1	Sample	100	Sample-243	1	12	1	1
1	1	1	123	Sample-1-1-2	Sample	50	Sample-243	1	12	1	2
1	1	1	124	Sample-1-1-3	Sample	25	Sample-243	1	12	1	3
1	1	1	125	Sample-1-1-4	Sample	12.5	Sample-243	1	12	1	4
1	1	1	126	Sample-1-1-5	Sample	6.25	Sample-243	1	12	1	5
1	1	1	127	Sample-1-2-1	Sample	100	Sample-244	1	12	1	6
1	1	1	128	Sample-1-2-2	Sample	50	Sample-244	1	12	1	7
1	1	1	129	Sample-1-2-3	Sample	25	Sample-244	1	12	1	8
1	1	1	130	Sample-1-2-4	Sample	12.5	Sample-244	1	12	1	9
1	1	1	131	Sample-1-2-5	Sample	6.25	Sample-244	1	12	1	10
1	1	1	132	PosCtrl-1-1	PosCtrl	100	PosCtrl-23	1	12	1	11
1	1	2	1	Sample-2-1-1	Sample	100	Sample-3	1	1	2	1
1	1	2	2	Sample-2-1-2	Sample	50	Sample-3	1	1	2	2
1	1	2	3	Sample-2-1-3	Sample	25	Sample-3	1	1	2	3
1	1	2	4	Sample-2-1-4	Sample	12.5	Sample-3	1	1	2	4
1	1	2	5	Sample-2-1-5	Sample	6.25	Sample-3	1	1	2	5
1	1	2	6	Sample-2-2-1	Sample	100	Sample-4	1	1	2	6
1	1	2	7	Sample-2-2-2	Sample	50	Sample-4	1	1	2	7
1	1	2	8	Sample-2-2-3	Sample	25	Sample-4	1	1	2	8
1	1	2	9	Sample-2-2-4	Sample	12.5	Sample-4	1	1	2	9
1	1	2	10	Sample-2-2-5	Sample	6.25	Sample-4	1	1	2	10
1	1	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-1	1	1	2	11
1	1	2	12	Sample-2-1-1	Sample	100	Sample-25	1	2	2	1
1	1	2	13	Sample-2-1-2	Sample	50	Sample-25	1	2	2	2
1	1	2	14	Sample-2-1-3	Sample	25	Sample-25	1	2	2	3
1	1	2	15	Sample-2-1-4	Sample	12.5	Sample-25	1	2	2	4
1	1	2	16	Sample-2-1-5	Sample	6.25	Sample-25	1	2	2	5
1	1	2	17	Sample-2-2-1	Sample	100	Sample-26	1	2	2	6
1	1	2	18	Sample-2-2-2	Sample	50	Sample-26	1	2	2	7
1	1	2	19	Sample-2-2-3	Sample	25	Sample-26	1	2	2	8
1	1	2	20	Sample-2-2-4	Sample	12.5	Sample-26	1	2	2	9
1	1	2	21	Sample-2-2-5	Sample	6.25	Sample-26	1	2	2	10
1	1	2	22	PosCtrl-1-2	PosCtrl	50	PosCtrl-3	1	2	2	11
1	1	2	23	Sample-2-1-1	Sample	100	Sample-47	1	3	2	1
1	1	2	24	Sample-2-1-2	Sample	50	Sample-47	1	3	2	2
1	1	2	25	Sample-2-1-3	Sample	25	Sample-47	1	3	2	3
1	1	2	26	Sample-2-1-4	Sample	12.5	Sample-47	1	3	2	4
1	1	2	27	Sample-2-1-5	Sample	6.25	Sample-47	1	3	2	5
1	1	2	28	Sample-2-2-1	Sample	100	Sample-48	1	3	2	6
1	1	2	29	Sample-2-2-2	Sample	50	Sample-48	1	3	2	7
1	1	2	30	Sample-2-2-3	Sample	25	Sample-48	1	3	2	8
1	1	2	31	Sample-2-2-4	Sample	12.5	Sample-48	1	3	2	9
1	1	2	32	Sample-2-2-5	Sample	6.25	Sample-48	1	3	2	10
1	1	2	33	PosCtrl-1-2	PosCtrl	50	PosCtrl-5	1	3	2	11
1	1	2	34	Sample-2-1-1	Sample	100	Sample-69	1	4	2	1
1	1	2	35	Sample-2-1-2	Sample	50	Sample-69	1	4	2	2
1	1	2	36	Sample-2-1-3	Sample	25	Sample-69	1	4	2	3
1	1	2	37	Sample-2-1-4	Sample	12.5	Sample-69	1	4	2	4
1	1	2	38	Sample-2-1-5	Sample	6.25	Sample-69	1	4	2	5
1	1	2	39	Sample-2-2-1	Sample	100	Sample-70	1	4	2	6
1	1	2	40	Sample-2-2-2	Sample	50	Sample-70	1	4	2	7
1	1	2	41	Sample-2-2-3	Sample	25	Sample-70	1	4	2	8
1	1	2	42	Sample-2-2-4	Sample	12.5	Sample-70	1	4	2	9
1	1	2	43	Sample-2-2-5	Sample	6.25	Sample-70	1	4	2	10
1	1	2	44	PosCtrl-1-2	PosCtrl	50	PosCtrl-7	1	4	2	11
1	1	2	45	Sample-2-1-1	Sample	100	Sample-91	1	5	2	1
1	1	2	46	Sample-2-1-2	Sample	50	Sample-91	1	5	2	2
1	1	2	47	Sample-2-1-3	Sample	25	Sample-91	1	5	2	3
1	1	2	48	Sample-2-1-4	Sample	12.5	Sample-91	1	5	2	4
1	1	2	49	Sample-2-1-5	Sample	6.25	Sample-91	1	5	2	5
1	1	2	50	Sample-2-2-1	Sample	100	Sample-92	1	5	2	6
1	1	2	51	Sample-2-2-2	Sample	50	Sample-92	1	5	2	7
1	1	2	52	Sample-2-2-3	Sample	25	Sample-92	1	5	2	8
1	1	2	53	Sample-2-2-4	Sample	12.5	Sample-92	1	5	2	9
1	1	2	54	Sample-2-2-5	Sample	6.25	Sample-92	1	5	2	10
1	1	2	55	PosCtrl-1-2	PosCtrl	50	PosCtrl-9	1	5	2	11
1	1	2	56	Sample-2-1-1	Sample	100	Sample-113	1	6	2	1
1	1	2	57	Sample-2-1-2	Sample	50	Sample-113	1	6	2	2
1	1	2	58	Sample-2-1-3	Sample	25	Sample-113	1	6	2	3
1	1	2	59	Sample-2-1-4	Sample	12.5	Sample-113	1	6	2	4
1	1	2	60	Sample-2-1-5	Sample	6.25	Sample-113	1	6	2	5
1	1	2	61	Sample-2-2-1	Sample	100	Sample-114	1	6	2	6
1	1	2	62	Sample-2-2-2	Sample	50	Sample-114	1	6	2	7
1	1	2	63	Sample-2-2-3	Sample	25	Sample-114	1	6	2	8
1	1	2	64	Sample-2-2-4	Sample	12.5	Sample-114	1	6	2	9
1	1	2	65	Sample-2-2-5	Sample	6.25	Sample-114	1	6	2	10
1	1	2	66	PosCtrl-1-2	PosCtrl	50	PosCtrl-11	1	6	2	11
1	1	2	67	Sample-2-1-1	Sample	100	Sample-135	1	7	2	1
1	1	2	68	Sample-2-1-2	Sample	50	Sample-135	1	7	2	2
1	1	2	69	Sample-2-1-3	Sample	25	Sample-135	1	7	2	3
1	1	2	70	Sample-2-1-4	Sample	12.5	Sample-135	1	7	2	4
1	1	2	71	Sample-2-1-5	Sample	6.25	Sample-135	1	7	2	5
1	1	2	72	Sample-2-2-1	Sample	100	Sample-136	1	7	2	6
1	1	2	73	Sample-2-2-2	Sample	50	Sample-136	1	7	2	7
1	1	2	74	Sample-2-2-3	Sample	25	Sample-136	1	7	2	8
1	1	2	75	Sample-2-2-4	Sample	12.5	Sample-136	1	7	2	9
1	1	2	76	Sample-2-2-5	Sample	6.25	Sample-136	1	7	2	10
1	1	2	77	PosCtrl-1-2	PosCtrl	50	PosCtrl-13	1	7	2	11
1	1	2	78	Sample-2-1-1	Sample	100	Sample-157	1	8	2	1
1	1	2	79	Sample-2-1-2	Sample	50	Sample-157	1	8	2	2
1	1	2	80	Sample-2-1-3	Sample	25	Sample-157	1	8	2	3
1	1	2	81	Sample-2-1-4	Sample	12.5	Sample-157	1	8	2	4
1	1	2	82	Sample-2-1-5	Sample	6.25	Sample-157	1	8	2	5
1	1	2	83	Sample-2-2-1	Sample	100	Sample-158	1	8	2	6
1	1	2	84	Sample-2-2-2	Sample	50	Sample-158	1	8	2	7
1	1	2	85	Sample-2-2-3	Sample	25	Sample-158	1	8	2	8
1	1	2	86	Sample-2-2-4	Sample	12.5	Sample-158	1	8	2	9
1	1	2	87	Sample-2-2-5	Sample	6.25	Sample-158	1	8	2	10
1	1	2	88	PosCtrl-1-2	PosCtrl	50	PosCtrl-15	1	8	2	11
1	1	2	89	Sample-2-1-1	Sample	100	Sample-179	1	9	2	1
1	1	2	90	Sample-2-1-2	Sample	50	Sample-179	1	9	2	2
1	1	2	91	Sample-2-1-3	Sample	25	Sample-179	1	9	2	3
1	1	2	92	Sample-2-1-4	Sample	12.5	Sample-179	1	9	2	4
1	1	2	93	Sample-2-1-5	Sample	6.25	Sample-179	1	9	2	5
1	1	2	94	Sample-2-2-1	Sample	100	Sample-180	1	9	2	6
1	1	2	95	Sample-2-2-2	Sample	50	Sample-180	1	9	2	7
1	1	2	96	Sample-2-2-3	Sample	25	Sample-180	1	9	2	8
1	1	2	97	Sample-2-2-4	Sample	12.5	Sample-180	1	9	2	9
1	1	2	98	Sample-2-2-5	Sample	6.25	Sample-180	1	9	2	10
1	1	2	99	PosCtrl-1-2	PosCtrl	50	PosCtrl-17	1	9	2	11
1	1	2	100	Sample-2-1-1	Sample	100	Sample-201	1	10	2	1
1	1	2	101	Sample-2-1-2	Sample	50	Sample-201	1	10	2	2
1	1	2	102	Sample-2-1-3	Sample	25	Sample-201	1	10	2	3
1	1	2	103	Sample-2-1-4	Sample	12.5	Sample-201	1	10	2	4
1	1	2	104	Sample-2-1-5	Sample	6.25	Sample-201	1	10	2	5
1	1	2	105	Sample-2-2-1	Sample	100	Sample-202	1	10	2	6
1	1	2	106	Sample-2-2-2	Sample	50	Sample-202	1	10	2	7
1	1	2	107	Sample-2-2-3	Sample	25	Sample-202	1	10	2	8
1	1	2	108	Sample-2-2-4	Sample	12.5	Sample-202	1	10	2	9
1	1	2	109	Sample-2-2-5	Sample	6.25	Sample-202	1	10	2	10
1	1	2	110	PosCtrl-1-2	PosCtrl	50	PosCtrl-19	1	10	2	11
1	1	2	111	Sample-2-1-1	Sample	100	Sample-223	1	11	2	1
1	1	2	112	Sample-2-1-2	Sample	50	Sample-223	1	11	2	2
1	1	2	113	Sample-2-1-3	Sample	25	Sample-223	1	11	2	3
1	1	2	114	Sample-2-1-4	Sample	12.5	Sample-223	1	11	2	4
1	1	2	115	Sample-2-1-5	Sample	6.25	Sample-223	1	11	2	5
1	1	2	116	Sample-2-2-1	Sample	100	Sample-224	1	11	2	6
1	1	2	117	Sample-2-2-2	Sample	50	Sample-224	1	11	2	7
1	1	2	118	Sample-2-2-3	Sample	25	Sample-224	1	11	2	8
1	1	2	119	Sample-2-2-4	Sample	12.5	Sample-224	1	11	2	9
1	1	2	120	Sample-2-2-5	Sample	6.25	Sample-224	1	11	2	10
1	1	2	121	PosCtrl-1-2	PosCtrl	50	PosCtrl-21	1	11	2	11
1	1	2	122	Sample-2-1-1	Sample	100	Sample-245	1	12	2	1
1	1	2	123	Sample-2-1-2	Sample	50	Sample-245	1	12	2	2
1	1	2	124	Sample-2-1-3	Sample	25	Sample-245	1	12	2	3
1	1	2	125	Sample-2-1-4	Sample	12.5	Sample-245	1	12	2	4
1	1	2	126	Sample-2-1-5	Sample	6.25	Sample-245	1	12	2	5
1	1	2	127	Sample-2-2-1	Sample	100	Sample-246	1	12	2	6
1	1	2	128	Sample-2-2-2	Sample	50	Sample-246	1	12	2	7
1	1	2	129	Sample-2-2-3	Sample	25	Sample-246	1	12	2	8
1	1	2	130	Sample-2-2-4	Sample	12.5	Sample-246	1	12	2	9
1	1	2	131	Sample-2-2-5	Sample	6.25	Sample-246	1	12	2	10
1	1	2	132	PosCtrl-1-2	PosCtrl	50	PosCtrl-23	1	12	2	11
1	1	3	1	Sample-3-1-1	Sample	100	Sample-5	1	1	3	1
1	1	3	2	Sample-3-1-2	Sample	50	Sample-5	1	1	3	2
1	1	3	3	Sample-3-1-3	Sample	25	Sample-5	1	1	3	3
1	1	3	4	Sample-3-1-4	Sample	12.5	Sample-5	1	1	3	4
1	1	3	5	Sample-3-1-5	Sample	6.25	Sample-5	1	1	3	5
1	1	3	6	Sample-3-2-1	Sample	100	Sample-6	1	1	3	6
1	1	3	7	Sample-3-2-2	Sample	50	Sample-6	1	1	3	7
1	1	3	8	Sample-3-2-3	Sample	25	Sample-6	1	1	3	8
1	1	3	9	Sample-3-2-4	Sample	12.5	Sample-6	1	1	3	9
1	1	3	10	Sample-3-2-5	Sample	6.25	Sample-6	1	1	3	10
1	1	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-1	1	1	3	11
1	1	3	12	Sample-3-1-1	Sample	100	Sample-27	1	2	3	1
1	1	3	13	Sample-3-1-2	Sample	50	Sample-27	1	2	3	2
1	1	3	14	Sample-3-1-3	Sample	25	Sample-27	1	2	3	3
1	1	3	15	Sample-3-1-4	Sample	12.5	Sample-27	1	2	3	4
1	1	3	16	Sample-3-1-5	Sample	6.25	Sample-27	1	2	3	5
1	1	3	17	Sample-3-2-1	Sample	100	Sample-28	1	2	3	6
1	1	3	18	Sample-3-2-2	Sample	50	Sample-28	1	2	3	7
1	1	3	19	Sample-3-2-3	Sample	25	Sample-28	1	2	3	8
1	1	3	20	Sample-3-2-4	Sample	12.5	Sample-28	1	2	3	9
1	1	3	21	Sample-3-2-5	Sample	6.25	Sample-28	1	2	3	10
1	1	3	22	PosCtrl-1-3	PosCtrl	25	PosCtrl-3	1	2	3	11
1	1	3	23	Sample-3-1-1	Sample	100	Sample-49	1	3	3	1
1	1	3	24	Sample-3-1-2	Sample	50	Sample-49	1	3	3	2
1	1	3	25	Sample-3-1-3	Sample	25	Sample-49	1	3	3	3
1	1	3	26	Sample-3-1-4	Sample	12.5	Sample-49	1	3	3	4
1	1	3	27	Sample-3-1-5	Sample	6.25	Sample-49	1	3	3	5
1	1	3	28	Sample-3-2-1	Sample	100	Sample-50	1	3	3	6
1	1	3	29	Sample-3-2-2	Sample	50	Sample-50	1	3	3	7
1	1	3	30	Sample-3-2-3	Sample	25	Sample-50	1	3	3	8
1	1	3	31	Sample-3-2-4	Sample	12.5	Sample-50	1	3	3	9
1	1	3	32	Sample-3-2-5	Sample	6.25	Sample-50	1	3	3	10
1	1	3	33	PosCtrl-1-3	PosCtrl	25	PosCtrl-5	1	3	3	11
1	1	3	34	Sample-3-1-1	Sample	100	Sample-71	1	4	3	1
1	1	3	35	Sample-3-1-2	Sample	50	Sample-71	1	4	3	2
1	1	3	36	Sample-3-1-3	Sample	25	Sample-71	1	4	3	3
1	1	3	37	Sample-3-1-4	Sample	12.5	Sample-71	1	4	3	4
1	1	3	38	Sample-3-1-5	Sample	6.25	Sample-71	1	4	3	5
1	1	3	39	Sample-3-2-1	Sample	100	Sample-72	1	4	3	6
1	1	3	40	Sample-3-2-2	Sample	50	Sample-72	1	4	3	7
1	1	3	41	Sample-3-2-3	Sample	25	Sample-72	1	4	3	8
1	1	3	42	Sample-3-2-4	Sample	12.5	Sample-72	1	4	3	9
1	1	3	43	Sample-3-2-5	Sample	6.25	Sample-72	1	4	3	10
1	1	3	44	PosCtrl-1-3	PosCtrl	25	PosCtrl-7	1	4	3	11
1	1	3	45	Sample-3-1-1	Sample	100	Sample-93	1	5	3	1
1	1	3	46	Sample-3-1-2	Sample	50	Sample-93	1	5	3	2
1	1	3	47	Sample-3-1-3	Sample	25	Sample-93	1	5	3	3
1	1	3	48	Sample-3-1-4	Sample	12.5	Sample-93	1	5	3	4
1	1	3	49	Sample-3-1-5	Sample	6.25	Sample-93	1	5	3	5
1	1	3	50	Sample-3-2-1	Sample	100	Sample-94	1	5	3	6
1	1	3	51	Sample-3-2-2	Sample	50	Sample-94	1	5	3	7
1	1	3	52	Sample-3-2-3	Sample	25	Sample-94	1	5	3	8
1	1	3	53	Sample-3-2-4	Sample	12.5	Sample-94	1	5	3	9
1	1	3	54	Sample-3-2-5	Sample	6.25	Sample-94	1	5	3	10
1	1	3	55	PosCtrl-1-3	PosCtrl	25	PosCtrl-9	1	5	3	11
1	1	3	56	Sample-3-1-1	Sample	100	Sample-115	1	6	3	1
1	1	3	57	Sample-3-1-2	Sample	50	Sample-115	1	6	3	2
1	1	3	58	Sample-3-1-3	Sample	25	Sample-115	1	6	3	3
1	1	3	59	Sample-3-1-4	Sample	12.5	Sample-115	1	6	3	4
1	1	3	60	Sample-3-1-5	Sample	6.25	Sample-115	1	6	3	5
1	1	3	61	Sample-3-2-1	Sample	100	Sample-116	1	6	3	6
1	1	3	62	Sample-3-2-2	Sample	50	Sample-116	1	6	3	7
1	1	3	63	Sample-3-2-3	Sample	25	Sample-116	1	6	3	8
1	1	3	64	Sample-3-2-4	Sample	12.5	Sample-116	1	6	3	9
1	1	3	65	Sample-3-2-5	Sample	6.25	Sample-116	1	6	3	10
1	1	3	66	PosCtrl-1-3	PosCtrl	25	PosCtrl-11	1	6	3	11
1	1	3	67	Sample-3-1-1	Sample	100	Sample-137	1	7	3	1
1	1	3	68	Sample-3-1-2	Sample	50	Sample-137	1	7	3	2
1	1	3	69	Sample-3-1-3	Sample	25	Sample-137	1	7	3	3
1	1	3	70	Sample-3-1-4	Sample	12.5	Sample-137	1	7	3	4
1	1	3	71	Sample-3-1-5	Sample	6.25	Sample-137	1	7	3	5
1	1	3	72	Sample-3-2-1	Sample	100	Sample-138	1	7	3	6
1	1	3	73	Sample-3-2-2	Sample	50	Sample-138	1	7	3	7
1	1	3	74	Sample-3-2-3	Sample	25	Sample-138	1	7	3	8
1	1	3	75	Sample-3-2-4	Sample	12.5	Sample-138	1	7	3	9
1	1	3	76	Sample-3-2-5	Sample	6.25	Sample-138	1	7	3	10
1	1	3	77	PosCtrl-1-3	PosCtrl	25	PosCtrl-13	1	7	3	11
1	1	3	78	Sample-3-1-1	Sample	100	Sample-159	1	8	3	1
1	1	3	79	Sample-3-1-2	Sample	50	Sample-159	1	8	3	2
1	1	3	80	Sample-3-1-3	Sample	25	Sample-159	1	8	3	3
1	1	3	81	Sample-3-1-4	Sample	12.5	Sample-159	1	8	3	4
1	1	3	82	Sample-3-1-5	Sample	6.25	Sample-159	1	8	3	5
1	1	3	83	Sample-3-2-1	Sample	100	Sample-160	1	8	3	6
1	1	3	84	Sample-3-2-2	Sample	50	Sample-160	1	8	3	7
1	1	3	85	Sample-3-2-3	Sample	25	Sample-160	1	8	3	8
1	1	3	86	Sample-3-2-4	Sample	12.5	Sample-160	1	8	3	9
1	1	3	87	Sample-3-2-5	Sample	6.25	Sample-160	1	8	3	10
1	1	3	88	PosCtrl-1-3	PosCtrl	25	PosCtrl-15	1	8	3	11
1	1	3	89	Sample-3-1-1	Sample	100	Sample-181	1	9	3	1
